i,date,open,high,low,close,volume
0,2019-08-30,9583943.056779359,9685705.618507639,9421913.055544972,9588653.638260834,1713240492460.7175
1,2019-08-31,9589923.795050956,9831213.58023587,9521175.30863128,9726180.614803888,1954781785592.1624
2,2019-09-01,9724790.443198953,10451290.12344505,9713699.074063163,10341276.54319826,4474577158036.863
3,2019-09-02,10341276.54319826,10774329.999987897,10273268.148136608,10616590.528383136,4800430250647.46
4,2019-09-03,10613160.10492635,10800333.209864412,10371170.233321682,10568324.5703585,4394931419743.532
5,2019-09-04,10567224.434556032,10901345.6790001,10451290.12344505,10565794.258012822,3397515458471.9736
6,2019-09-05,10564434.090111589,10907216.403691452,10151253.08640835,10300001.448136577,5880690017386.715
7,2019-09-06,10299981.445667442,10559303.456778262,10289840.193815602,10457170.849370968,2764128947559.7593
8,2019-09-07,10457190.851840105,10593807.716037482,10209260.246902112,10382461.627148831,2398763308859.2563
9,2019-09-08,10382521.634556238,10481293.82714872,10069743.024680046,10304391.990111882,3984064559901.7964
10,2019-09-09,10303851.923445215,10386272.097519197,9954228.765420917,10099396.68517384,2891898202894.5913
11,2019-09-10,10099436.690112112,10294270.740729177,9881219.75307532,10159584.114803402,3195776947857.6694
12,2019-09-11,10160004.166655254,10450099.97653147,10041239.50616156,10416295.803692004,3451542339233.839
13,2019-09-12,10416295.803692004,10440288.765420372,10154253.456778716,10343336.797519244,3028407808951.8574
14,2019-09-13,10345407.053074798,10421276.418506812,10223592.016037898,10336295.928383451,2362444975767.951
15,2019-09-14,10334085.655543946,10361279.01233404,10253415.697519345,10303281.853074847,1804988211841.3428
16,2019-09-15,10304612.017272376,10356278.395050095,10079244.197519543,10252575.593815643,2897497837322.14
17,2019-09-16,10250945.392581077,10276268.518506974,10129260.37159356,10189077.75554411,2291715349193.265
18,2019-09-17,10188737.713568801,10259286.422210699,10101246.913568899,10158243.949371304,2425324316091.14
19,2019-09-18,10157663.877766367,10326274.691346426,9654191.728384217,10245554.727148985,4483181668791.001
20,2019-09-19,10244964.65430948,10282269.259247709,10062632.146902276,10169845.381470058,2509158841354.823
21,2019-09-20,10169175.298754008,10177956.382704617,9901222.2222111,9987622.8876431,2054671151390.2354
22,2019-09-21,9986382.734556682,10090245.555544222,9855186.539495101,10030108.132087499,2205199738872.2886
23,2019-09-22,10029288.03085293,10051230.739494883,9616957.132087963,9703447.808631076,3194117522415.622
24,2019-09-23,9703397.802458236,9796199.258013686,7800962.9629542,8494188.535792926,9401895104798.12
25,2019-09-24,8498599.080237366,8731077.77776797,8216654.276533979,8431090.746904109,6079139644216.109
26,2019-09-25,8431090.746904109,8467035.183941105,7750956.79011475,8064725.522213163,6793924027407.788
27,2019-09-26,8064485.492583534,8266020.370361085,7853119.401225746,8178919.618509331,4388834226996.6133
28,2019-09-27,8178479.564188344,8316026.543200535,8002077.7888799,8199822.198756221,3447786116559.8926
29,2019-09-28,8200392.26912659,8230145.941966062,7890974.07406521,8044813.064188493,3154810573504.95
30,2019-09-29,8044032.967892199,8338289.2913486585,7710951.851843189,8290363.375299329,5587238423367.305
31,2019-09-30,8290993.453077106,8501049.3827065,8174059.018509337,8293463.758015376,4347778505614.7583
32,2019-10-01,8293693.786410437,8374943.816039975,8152226.323447633,8360972.091348633,2624662656824.7554
33,2019-10-02,8361032.0987560395,8394036.172830077,8060995.06171934,8224975.303694463,3049204804365.1924
34,2019-10-03,8225445.361719156,8233426.346904331,8005988.271595945,8138134.5839414755,2647959908673.618
35,2019-10-04,8138094.579003204,8184420.29752167,8013969.256781121,8127193.233324204,2191032020787.2178
36,2019-10-05,8128553.401225437,8154876.650608123,7785961.111102365,7855219.660485003,3468038504946.0923
37,2019-10-06,7856269.790114632,8300944.681472157,7762958.2715962175,8191101.122213021,5220851699722.493
38,2019-10-07,8191831.212336477,8326027.777768425,8089748.611102024,8169398.4432007,3545703429424.696
39,2019-10-08,8171798.739496993,8671070.37036063,8116001.851842735,8561796.881471863,5504549927971.323
40,2019-10-09,8563207.055545935,8645067.160484117,8415558.829620177,8559086.546903966,3914277801216.1836
41,2019-10-10,8558876.52097804,8780593.890113594,8213393.874064847,8259519.567891956,5041150729256.288
42,2019-10-11,8258969.499990723,8401037.0370276,8251018.51850925,8301114.702459811,2134196858366.7136
43,2019-10-12,8303004.935793142,8452413.379002852,8161007.40739824,8276031.606163543,2784417708135.7983
44,2019-10-13,8276261.634558604,8389885.660484403,8204012.716040167,8349230.64196593,2981434358176.3174
45,2019-10-14,8347890.476533833,8404037.407397967,8090998.76542301,8160297.31974392,3277710853305.8984
46,2019-10-15,8160307.320978488,8182170.019743895,7917977.407398513,7992726.634558923,3473788206398.1475
47,2019-10-16,7996007.039497191,8125923.076534082,7930008.892583684,8071576.3678921675,2966061050971.4585
48,2019-10-17,8071706.38394155,8116001.851842735,7816974.939497392,7947991.112336751,3135705217910.2554
49,2019-10-18,7947871.0975219365,8099099.765423001,7867891.22468252,7948991.23579354,2663117678172.169
50,2019-10-19,7950851.465423168,8298024.320978333,7870971.6049294295,8224365.228385824,3429068554935.0864
51,2019-10-20,8224365.228385824,8334028.765422737,8143035.188879741,8198282.008632766,3045243863520.5176
52,2019-10-21,8198292.009867335,8299014.443200554,8000987.654312,8020990.12344778,3465610666649.971
53,2019-10-22,8021050.130855188,8048583.529620589,7300901.2345597,7467541.804929883,6390534567287.858
54,2019-10-23,7469392.033324943,7504606.380238484,7338895.924683114,7413325.112337351,3271842207771.201
55,2019-10-24,7413325.112337351,8800086.296286412,7361908.765423829,8656088.520977931,9075942165762.322
56,2019-10-25,8656948.627150768,10371280.24690193,8471425.725916408,9231139.50616247,16260865807768.314
57,2019-10-26,9231139.50616247,9796189.25677912,9075460.288878694,9531106.534557195,9384512599174.693
58,2019-10-27,9529406.324680652,9903322.481470358,9161130.86418724,9206276.437026694,8018411537443.129
59,2019-10-28,9205586.351841511,9551179.01233495,9073119.999989808,9408781.434557334,6416638324376.076
60,2019-10-29,9408781.434557334,9411001.708631404,9002121.235792357,9155850.212335393,5524860640757.177
61,2019-10-30,9155150.125915643,9406161.111100545,8914100.370360358,9141978.499989731,5438273799143.299
62,2019-10-31,9141988.5012243,9280145.55554513,9031114.81480467,9232749.7049279,4360019619076.769
63,2019-11-01,9232539.679001974,9374897.25184132,9187344.099989679,9290666.854310552,2892663157621.788
64,2019-11-02,9290996.895051291,9363725.872828986,9067259.276533024,9195845.149372386,2789782202937.3477
65,2019-11-03,9197595.365421766,9514854.528384374,9116965.412335439,9394509.672828954,4590012225920.485
66,2019-11-04,9393559.555545002,9456117.277767155,9176892.809866235,9309809.217273492,4594154476046.259
67,2019-11-05,9308879.102458678,9442075.544433838,9251151.976532819,9340202.96912531,3734077977570.7686
68,2019-11-06,9340312.982705558,9376157.407396875,9102123.580236688,9217337.802458782,3912230017034.5312
69,2019-11-07,9215137.530853845,9262143.33332293,8697073.580237145,8774813.176533353,6211495680950.344
70,2019-11-08,8774823.177767921,8881096.29628632,8725957.145669209,8810497.581471585,2947311961254.7754
71,2019-11-09,8810267.553076522,9148319.282705773,8751080.24690375,9040585.983940462,3442627943026.9604
72,2019-11-10,9041276.069125647,9073440.03949598,8619744.034558218,8734348.18147167,4489359527995.513
73,2019-11-11,8734438.192582782,8889097.283940632,8568657.728385437,8823029.12838515,4037161300545.7246
74,2019-11-12,8822999.124681447,8846081.974064136,8703074.320977878,8778203.595051868,2681342680894.741
75,2019-11-13,8778623.64690372,8801086.4197432,8583659.580237271,8647747.491348311,3347260087071.067
76,2019-11-14,8647447.454311272,8791085.18517531,8401037.0370276,8472775.892583074,4609310755560.884
77,2019-11-15,8472665.879002828,8544054.691348426,8401037.0370276,8492068.274064535,2090488028281.0098
78,2019-11-16,8491788.239496633,8636066.049373016,8351710.948138767,8503449.679002794,2701237153099.2124
79,2019-11-17,8503919.737027485,8504569.817274397,8060995.06171934,8188180.761719197,4302300176599.3647
80,2019-11-18,8187510.679003148,8219644.645669778,8003988.024682367,8134644.153077282,4356143831643.564
81,2019-11-19,8134834.176534072,8265310.282706765,8039392.3950526975,8099009.75431189,3247023915662.7725
82,2019-11-20,8099559.8222131245,8135734.287645182,7500925.9259175,7628681.696287727,5842599245602.832
83,2019-11-21,7628731.702460567,7750956.79011475,6790838.27159731,7269127.312337513,12661877027617.371
84,2019-11-22,7269127.312337513,7345386.725917675,7080884.075300688,7312472.662954749,5045612313701.185
85,2019-11-23,7312002.604930058,7331294.9864115175,6861847.037029329,6904132.256782368,6789858798989.694
86,2019-11-24,6901081.880239161,7378600.825917637,6515804.320980335,7110447.72468337,11966050627528.498
87,2019-11-25,7110867.776535221,7340906.17283126,7018346.355547671,7157023.474066035,6573051156618.419
88,2019-11-26,7155633.302461098,7655945.061719795,6840844.44443676,7509446.977769342,9246428742489.49
89,2019-11-27,7508826.901226133,7643943.580238326,7360908.64196704,7420405.986411417,5694100999549.2705
90,2019-11-28,7419435.866658333,7850969.13579365,7363208.925917655,7740635.516040687,6075280029279.262
91,2019-11-29,7741945.677769081,7810964.19752209,7441918.641966949,7542821.097522391,4699523478359.153
92,2019-11-30,7541560.941966837,7542781.09258412,7210890.1234486895,7391802.455547253,6077684470087.161
93,2019-12-01,7392412.530855893,7421476.118510182,7151982.851843818,7295180.528386867,4633597582464.425
94,2019-12-02,7295320.545670818,7400913.5802386,7242243.993819025,7293610.334559708,3315357001504.757
95,2019-12-03,7293610.334559708,7750956.79011475,7067872.469127863,7195208.187646238,8315741422204.757
96,2019-12-04,7195478.220979571,7485924.074065665,7150882.71604135,7389912.222213921,5931400066713.77
97,2019-12-05,7389912.222213921,7590967.040732213,7305901.851843645,7528399.317275494,4819503721406.24
98,2019-12-06,7528729.358016234,7620560.6938186,7471082.241966916,7489134.470361957,3150257289940.5728
99,2019-12-07,7488234.359250848,7564933.827151996,7375770.4765349245,7511037.1740656365,2986058366771.1025
100,2019-12-08,7511037.1740656365,7650944.44443585,7273897.901226397,7339546.004930027,4662764328152.701
101,2019-12-09,7339546.004930027,7408514.518510196,7157983.592584552,7225021.867893118,4972990087601.08
102,2019-12-10,7225041.870362254,7276398.20986837,7126539.711103106,7210890.1234486895,3009680714050.249
103,2019-12-11,7210890.1234486895,7295900.617275755,7081174.111103157,7198968.651843765,4229382174688.237
104,2019-12-12,7198648.612337593,7309952.35184364,7191647.74814007,7259376.10863382,2761328242136.343
105,2019-12-13,7258265.971596785,7272667.749374547,7012865.679004468,7064922.104930336,2956563559486.395
106,2019-12-14,7065012.116041447,7201188.925917837,7009215.228387188,7119468.838263608,2639903687501.1953
107,2019-12-15,7120478.9629549645,7150882.71604135,6836843.950609604,6892570.829621887,4386940836673.5786
108,2019-12-16,6892290.795053986,6943067.062955163,6560809.87653584,6624637.755548114,5387171993757.27
109,2019-12-17,6624657.758017249,7440918.51851016,6435794.444437215,7278728.497522688,9564845824487.416
110,2019-12-18,7278728.497522688,7380911.11110282,7039178.927152587,7151182.753078387,5551590204395.925
111,2019-12-19,7152192.877769744,7220891.35801658,7080374.012337726,7188717.386411678,3213603612708.7974
112,2019-12-20,7188897.4086339,7191467.725917848,7105877.160485845,7133630.58641174,1946957738279.6404
113,2019-12-21,7132470.443201864,7519468.214806368,7123349.317275949,7502366.103695275,3914228693454.245
114,2019-12-22,7501636.01357182,7696330.046904935,7266737.017275788,7317993.344436224,6806039868405.973
115,2019-12-23,7318203.37036215,7437598.108633621,7157923.585177144,7256665.774065923,4363488054525.8145
116,2019-12-24,7256665.774065923,7272667.749374547,7129740.10616483,7205519.460485733,2749543840251.516
117,2019-12-25,7205899.507399313,7435917.901226215,7158003.595053688,7202889.135794378,3626423758967.2354
118,2019-12-26,7202889.135794378,7276758.254312813,7077293.632090815,7255635.64690543,3364685528094.5044
119,2019-12-27,7255665.650609134,7365919.260485553,7239563.662954831,7317043.227152275,2685229688813.0205
120,2019-12-28,7316263.1308559785,7529379.438263147,7288899.753078232,7389152.128386761,3139098103633.3257
121,2019-12-29,7389342.151843552,7409154.597522541,7220891.35801658,7246894.567893093,2960956683280.4023
122,2019-12-30,7246894.567893093,7320903.70369548,7145892.099991973,7196118.299991916,2595765778649.3433
123,2019-12-31,7196128.301226484,7255895.679004195,7176035.820979593,7201738.993819071,1679446129932.2493
124,2020-01-01,7201658.983942528,7213390.432090662,6925594.90616506,6966569.964189705,3195542855961.003
125,2020-01-02,6966349.937029211,7405914.197522545,6871888.2765354905,7345866.785176934,6843694841394.177
126,2020-01-03,7345906.790115205,7404914.074065756,7273107.803695533,7355017.914806552,2999167719609.9277
127,2020-01-04,7355097.924683096,7495925.308633555,7318903.456781902,7359658.487646054,3833581783674.7554
128,2020-01-05,7358548.3506090185,7796302.387645563,7347667.007399154,7758957.777769062,5464244046350.85
129,2020-01-06,7759857.888880172,8208693.29381794,7724663.544435767,8146285.590114306,9118294042443.598
130,2020-01-07,8146925.669126651,8456043.827150995,7870971.6049294295,8056974.565423048,11263654666982.904
131,2020-01-08,8055714.409867494,8056954.562953913,7750956.79011475,7818725.155546773,6424745063484.512
132,2020-01-09,7818705.153077637,8200012.222213011,7672947.160485208,8198031.977768569,8241695112413.557
133,2020-01-10,8199872.204929061,8287363.004928962,8004148.044435453,8021000.124682348,5481679933763.806
134,2020-01-11,8021000.124682348,8198011.975299433,7960982.71604044,8185990.491348829,3813620192785.05
135,2020-01-12,8185980.490114261,8197011.851842644,8056884.554311938,8111341.276534098,3116360256638.2646
136,2020-01-13,8111341.276534098,8881096.29628632,8106540.6839415105,8811097.655545658,12041399083158.598
137,2020-01-14,8815728.227150591,8917580.799989982,8565057.283940995,8822499.062953053,8482676875375.73
138,2020-01-15,8821098.890113547,8860903.803693749,8587059.999990353,8721086.544434648,5199749293508.776
139,2020-01-16,8721226.561718598,9042766.25307626,8673510.671595195,8914380.404928258,7090649018400.393
140,2020-01-17,8914370.40369369,8989989.738261506,8807467.207397513,8917060.73579245,3829947429144.402
141,2020-01-18,8916190.628385046,9200115.676532874,8467045.185175674,8702774.283940842,7068561480080.443
142,2020-01-19,8702794.286409976,8748069.875298815,8522332.00986697,8643416.956780415,3890144180024.5933
143,2020-01-20,8643416.956780415,8790085.061718522,8489047.901225032,8737108.522212408,3649919317595.394
144,2020-01-21,8737118.523446977,8819088.641965402,8591060.49381751,8683431.896286542,2908414733020.659
145,2020-01-22,8683841.946903827,8692883.062953198,8307415.480237581,8405557.595052287,4817189100985.91
146,2020-01-23,8405557.595052287,8529072.841965728,8239017.037027782,8440041.851842372,4169267613753.699
147,2020-01-24,8440031.850607803,8452303.365422605,8255919.123447516,8341609.701225198,2552430869220.9844
148,2020-01-25,8341039.630854828,8619193.966656983,8294683.9086326575,8616063.580237234,3113432843373.8364
149,2020-01-26,8615453.504928593,9001111.111101,8536053.703694114,8908669.699989993,5398020639630.924
150,2020-01-27,8908669.699989993,9401160.4938166,8863494.123446833,9375367.309866011,7459406177155.387
151,2020-01-28,9376497.449372184,9450406.57282889,9217137.777767424,9302678.337026589,5387071500652.245
152,2020-01-29,9302718.341964858,9579182.469125042,9205576.350606944,9514384.470359681,6063422904217.374
153,2020-01-30,9512694.261717709,9531396.570359662,9211147.038261257,9354044.67776727,4555764605841.203
154,2020-01-31,9352864.532088257,9465698.460483195,9282145.80245871,9385768.593816618,2858159551043.1353
155,2020-02-01,9385568.56912526,9478200.003693057,9121125.925915679,9332662.038261121,4569655339334.867
156,2020-02-02,9332742.048137665,9619977.504927466,9235139.999989625,9293387.190113017,5089841643038.122
157,2020-02-03,9292497.080236476,9351154.32097715,9094132.593816945,9198155.434557568,5331475652214.579
158,2020-02-04,9198155.434557568,9745653.018507572,9178352.990113147,9613226.671594141,6487842430821.292
159,2020-02-05,9613216.670359572,9863787.601223487,9527526.09258189,9773206.419742107,6495772507022.185
160,2020-02-06,9773206.419742107,9886220.370359264,9731201.23455697,9814941.571593912,4397154254733.727
161,2020-02-07,9815081.588877864,9941227.16048266,9668303.47035951,9896271.611099994,4360622648615.67
162,2020-02-08,9896261.609865427,10167255.061716974,9881969.845667912,10153003.302457731,4341383468701.494
163,2020-02-09,10152973.298754027,10189257.777766332,9757204.444433484,9853046.275297573,5958043932073.789
164,2020-02-10,9852956.264186462,10324864.517272353,9701197.5308533,10224342.10863049,6243010169247.6045
165,2020-02-11,10224342.10863049,10451290.12344505,10224342.10863049,10327734.871593336,6101559578967.59
166,2020-02-12,10326604.732087165,10501296.2962845,10081244.44443312,10230892.917272458,7935415435875.765
167,2020-02-13,10229042.688877398,10382841.67406241,10112618.317272592,10345637.08146986,4704428739272.16
168,2020-02-14,10345637.08146986,10376280.864185875,9802209.999988988,9905942.804927144,5766432112013.855
169,2020-02-15,9905682.772828378,10051240.74072945,9639309.891347198,9918494.354309846,6003140990724.578
170,2020-02-16,9911923.543198744,9965390.143198682,9453836.996285677,9707198.271594035,7026968609992.119
171,2020-02-17,9707198.271594035,10251265.43208725,9577192.223446032,10165964.902457716,7061284057744.154
172,2020-02-18,10166034.911099693,10251265.43208725,9351154.32097715,9594974.418507742,5516939709085.1
173,2020-02-19,9595834.52468058,9700197.40739651,9401160.4938166,9597604.743199095,6015976912910.699
174,2020-02-20,9598394.840729957,9756714.383939657,9551389.038260875,9678244.697519992,4218676212327.6562
175,2020-02-21,9678244.697519992,9710368.662952054,9561200.249371976,9652051.464186689,2463979919798.751
176,2020-02-22,9652041.46295212,9991233.33332211,9646190.740729906,9937626.71603822,3770674442195.061
177,2020-02-23,9937626.71603822,9991233.33332211,9474729.575297998,9657322.114803966,5580348458859.411
178,2020-02-24,9656712.039495325,9676194.444433575,9251141.97529825,9316990.103693238,5438605805126.632
179,2020-02-25,9317630.182705583,9378597.708631441,8634695.880237212,8786334.598755563,9214171959862.268
180,2020-02-26,8787084.691348154,8972877.625915848,8532053.20986696,8824299.285175271,7249252735188.919
181,2020-02-27,8824339.290113544,8901098.7654221,8446042.592583105,8693983.198755667,7116399357062.093
182,2020-02-28,8691872.93826184,8791085.18517531,8524602.29011388,8524662.29752129,3675271984767.9087
183,2020-02-29,8524662.29752129,8751080.24690375,8412038.395052278,8532933.318508932,4389762056929.378
184,2020-03-01,8531353.123447206,8966856.882705977,8499049.135792922,8916340.646903563,6040877468273.832
185,2020-03-02,8912280.145669002,8920751.191348003,8652068.024681639,8761151.490113614,5516180654086.174
186,2020-03-03,8761151.490113614,8849382.38147154,8661069.13579274,8751950.354311157,3870125992148.468
187,2020-03-04,8752070.369125972,9160550.792582301,8747619.81974326,9055797.861718222,5820905177053.399
188,2020-03-05,9055757.85677995,9171132.09875513,8986609.32097756,9133007.392582333,4378835334617.8467
189,2020-03-06,9132017.270360112,9189134.320977332,8836090.740730815,8887757.118508535,4542781220451.996
190,2020-03-07,8886346.944434462,8887857.130854214,8000987.654312,8034301.766657642,7754688767395.808
191,2020-03-08,8035751.945669985,8180319.791348835,7632952.223448216,7930848.996287387,11698330386827.205
192,2020-03-09,7930848.996287387,8150006.049373561,7728964.07529996,7895534.637028168,8679415788031.917
193,2020-03-10,7895544.638262736,7980985.18517622,7590937.03702851,7935499.570361457,7995228060538.821
194,2020-03-11,7935559.577768863,7967153.477768828,4410544.44443949,4800592.5925872,26153789329574.98
195,2020-03-12,4800602.593821768,5955735.185178495,3782596.929625381,5579288.716043116,40225132829117.336
196,2020-03-13,5576738.401228304,5641216.360487491,5055754.090117778,5172698.525920115,13692703845976.89
197,2020-03-14,5173118.577771966,5940733.33332666,5093728.777772056,5361961.888882866,13993342013218.035
198,2020-03-15,5360991.76912978,5366082.3975248365,4442668.409871552,5029590.860488177,22730498163909.773
199,2020-03-16,5029480.84690793,5525682.098759225,4922057.586414224,5313295.881475513,15010845593836.45
200,2020-03-17,5313295.881475513,5436841.132092658,5009988.440735113,5393705.807401349,13714456423148.717
201,2020-03-18,5393925.8345618425,6400790.1234496,5253178.460487925,6163130.7864128295,19904544391697.875
202,2020-03-19,6162810.746906658,6900851.8518441,5670699.99999363,6209126.464190556,21932540338159.49
203,2020-03-20,6205335.996289325,6457777.158017437,5860743.459252676,6187743.824684407,12892958363055.432
204,2020-03-21,6187803.832091815,6408661.09505453,5734717.902462694,5816908.048141614,11913069620470.902
205,2020-03-22,5816768.030857664,6600814.8148074,5688702.222215832,6468108.433326068,16469454593491.191
206,2020-03-23,6466048.179005082,6833843.580239237,6372116.583943459,6745552.681473904,15115666889139.541
207,2020-03-24,6745522.6777702,6958819.007399591,6450796.29628905,6678254.374066573,13217205051168.967
208,2020-03-25,6678244.372832004,6780837.03702942,6510803.70369639,6738191.772831936,8303680540290.809
209,2020-03-26,6738101.761720827,6843434.764189844,6261772.962955929,6359895.075301497,8292520476975.302
210,2020-03-27,6359895.075301497,6360785.18517804,6024743.703696936,6237419.956783117,9317119462561.498
211,2020-03-28,6237419.956783117,6266773.580239874,5867284.266660077,5882146.101227961,6331944396426.394
212,2020-03-29,5881225.987647714,6599814.691350611,5858483.180240333,6395169.429622446,11890422771408.768
213,2020-03-30,6395239.438264421,6524035.337029708,6322180.4197459845,6411231.412338477,7234652582623.466
214,2020-03-31,6412931.622215019,6680764.683943112,6150869.272832597,6643740.113572784,9751278952981.639
215,2020-04-01,6644180.167893771,7198888.641967222,6551808.765424739,6794928.776535577,14931833895810.031
216,2020-04-02,6794698.748140515,7048870.123448872,6602915.074066658,6734931.370362805,10409312635578.912
217,2020-04-03,6733801.230856634,6991273.013572393,6650830.9888814185,6857836.541967605,7299987235634.257
218,2020-04-04,6858256.593819456,6896391.301226821,6678344.385177684,6773616.145671403,4969149097763.344
219,2020-04-05,6773616.145671403,7356048.0419670455,6765835.185177585,7330804.925917691,11806657515295.775
220,2020-04-06,7330804.925917691,7460610.949374335,7077873.703695753,7198208.558016605,10359795721034.264
221,2020-04-07,7198208.558016605,7420916.04937438,7150882.71604135,7362188.79999173,7606853585591.924
222,2020-04-08,7361168.674065805,7372830.113571965,7108957.540732755,7284439.202460953,6110241499377.297
223,2020-04-09,7284439.202460953,7296650.709868346,6740812.096288724,6859766.780239208,10468754616789.166
224,2020-04-10,6859766.780239208,6945157.320979853,6760834.56789364,6877678.991350299,4547590682239.41
225,2020-04-11,6877688.9925848665,7177886.049374653,6780837.03702942,6904642.31974533,7387778608937.393
226,2020-04-12,6904642.31974533,6904642.31974533,6575811.728387675,6838754.186412071,9642737971814.762
227,2020-04-13,6838884.202461453,6978861.4814736415,6755113.861720807,6869547.987646604,6907715027545.142
228,2020-04-14,6869417.971597222,6933855.925918137,6605815.432091345,6622057.437029598,6157898639948.564
229,2020-04-15,6622067.438264166,7190887.65431291,6469068.551844586,7102816.78270807,12502529085460.512
230,2020-04-16,7102866.78888091,7149002.483942587,6973840.861720561,7028417.598757537,5413319204809.512
231,2020-04-17,7027647.503695809,7293980.38023872,7015265.975300761,7249494.8888807455,4949465251558.873
232,2020-04-18,7249494.8888807455,7267047.055547392,7056471.061720469,7121619.103695704,4567050156747.092
233,2020-04-19,7122279.185177184,7220891.35801658,6751833.456782539,6827672.818510849,9016062093673.453
234,2020-04-20,6829823.083942945,6940856.79011566,6762834.814807218,6842214.613572561,6011713175988.408
235,2020-04-21,6842204.6123379925,7157263.503695664,6818841.728387402,7126019.646905576,6149396824471.29
236,2020-04-22,7125999.6444364395,7738955.308633282,7020866.66665878,7483313.751843446,10278625765589.207
237,2020-04-23,7484883.945670605,7616900.241966752,7388912.098757132,7505926.543201445,6018954983028.288
238,2020-04-24,7505926.543201445,7705951.2345592445,7431987.416041034,7539600.699991531,4387984432196.627
239,2020-04-25,7539960.744435974,7700950.6172752995,7480923.45678172,7694049.765423456,5052885356896.904
240,2020-04-26,7694049.765423456,7792981.977769024,7606939.012337134,7775579.829620895,6544941875365.191
241,2020-04-27,7774469.69258386,7780960.49381842,7660065.570361765,7739935.429620935,4630846902716.255
242,2020-04-28,7739535.380238219,8953995.29505167,7711001.85801603,8779653.774064211,18356954762336.344
243,2020-04-29,8779663.77529878,9461167.90122394,8402037.160484388,8621064.19752118,20630268044649.96
244,2020-04-30,8621064.19752118,9060298.417273773,8614623.402459458,8828049.74813823,9148010750520.082
245,2020-05-01,8826759.588878974,9011112.34566889,8754080.617274117,8973157.660483746,5900937175827.322
246,2020-05-02,8973687.725915845,9201135.8024588,8713075.555545768,8895258.044434452,9013719231766.95
247,2020-05-03,8895248.043199884,8951104.93826155,8523052.098755857,8873055.303693736,8442893436946.455
248,2020-05-04,8873015.298755465,9119705.75060704,8761081.48147164,9022943.806162704,7649020741170.938
249,2020-05-05,9022473.748138014,9396159.876532655,8907309.532088758,9144048.755545285,10593837961771.064
250,2020-05-06,9144528.814804543,10068242.839494864,9022113.703693569,9987632.88887767,14717277861380.729
251,2020-05-07,9987532.87653199,10037199.007396132,9706198.148137245,9801219.877766768,10069622649820.79
252,2020-05-08,9801229.879001336,9915473.981470343,9521175.30863128,9540577.703692986,8196079693475.571
